Name,0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR,Bowler
LMP Simmons,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,UT Yadav
LMP Simmons,0.7,0.2,0,0,0,0,0.1,0,caught,8,10,80,M Morkel
LMP Simmons,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,Shakib Al Hasan
PA Patel,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,UT Yadav
PA Patel,0,0.5,0.3333333333,0,0.1666666667,0,0,0,,11,6,183.33,M Morkel
PA Patel,0.6,0.2,0,0,0.2,0,0,0,caught,5,5,100,Shakib Al Hasan
RG Sharma,0.25,0.75,0,0,0,0,0,0,,3,4,75,M Morkel
RG Sharma,0.3333333333,0.5,0,0,0.1666666667,0,0,0,,7,6,116.66,Shakib Al Hasan
RG Sharma,0.4,0.2,0,0,0.4,0,0,0,,9,5,180,PP Chawla
RG Sharma,0.2,0.4,0,0,0.4,0,0,0,bowled,10,5,200,SP Narine
RG Sharma,0,1,0,0,0,0,0,0,,1,1,100,AD Russell
AT Rayudu,0,0,1,0,0,0,0,0,,2,1,200,M Morkel
AT Rayudu,1,0,0,0,0,0,0,0,caught,0,2,0,Shakib Al Hasan
KA Pollard,0,0.75,0.25,0,0,0,0,0,,5,4,125,UT Yadav
KA Pollard,1,0,0,0,0,0,0,0,,0,4,0,M Morkel
KA Pollard,0.6666666667,0.3333333333,0,0,0,0,0,0,,2,6,33.33,Shakib Al Hasan
KA Pollard,1,0,0,0,0,0,0,0,,0,1,0,PP Chawla
KA Pollard,0.1818181818,0.6363636364,0.0909090909,0,0,0,0.0909090909,0,,15,11,136.36,SP Narine
KA Pollard,0.4166666667,0.4166666667,0.0833333333,0,0.0833333333,0,0,0,,11,12,91.66,AD Russell
HH Pandya,0,0.3333333333,0.1111111111,0,0.5555555556,0,0,0,,25,9,277.77,UT Yadav
HH Pandya,0,1,0,0,0,0,0,0,,2,2,100,Shakib Al Hasan
HH Pandya,0.375,0.5,0,0,0,0,0.125,0,,10,8,125,SP Narine
HH Pandya,0.25,0.3333333333,0.0833333333,0,0.25,0,0.0833333333,0,,24,12,200,AD Russell
RV Uthappa,0.4285714286,0.2857142857,0.1428571429,0,0.1428571429,0,0,0,,8,7,114.28,SL Malinga
RV Uthappa,0.3333333333,0.5,0,0,0.1666666667,0,0,0,,7,6,116.66,MJ McClenaghan
RV Uthappa,0.75,0,0,0,0.25,0,0,0,,4,4,100,R Vinay Kumar
RV Uthappa,0.6666666667,0,0,0,0,0,0.3333333333,0,caught,6,3,200,Harbhajan Singh
G Gambhir,0.4,0.2,0.2,0,0.2,0,0,0,,7,5,140,SL Malinga
G Gambhir,0.5,0.3333333333,0,0,0.1666666667,0,0,0,,6,6,100,MJ McClenaghan
G Gambhir,0.2,0.6,0,0,0.2,0,0,0,,7,5,140,R Vinay Kumar
G Gambhir,0.3333333333,0.5,0,0,0.1666666667,0,0,0,,7,6,116.66,Harbhajan Singh
G Gambhir,0.1428571429,0.4285714286,0.2857142857,0,0.1428571429,0,0,0,bowled,11,7,157.14,J Suchith
MK Pandey,0,1,0,0,0,0,0,0,,1,1,100,Harbhajan Singh
YK Pathan,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,0,,13,6,216.66,SL Malinga
YK Pathan,0.1666666667,0.6666666667,0,0,0.1666666667,0,0,0,,8,6,133.33,MJ McClenaghan
YK Pathan,0.25,0.5,0.125,0,0.125,0,0,0,,10,8,125,R Vinay Kumar
YK Pathan,0.5,0.4,0,0,0.1,0,0,0,,8,10,80,Harbhajan Singh
YK Pathan,0.2,0.4,0,0,0.2,0,0.2,0,,12,5,240,J Suchith
YK Pathan,0,1,0,0,0,0,0,0,,1,1,100,HH Pandya
YK Pathan,1,0,0,0,0,0,0,0,caught,0,1,0,KA Pollard
Shakib Al Hasan,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,MJ McClenaghan
Shakib Al Hasan,0.5,0,0.5,0,0,0,0,0,caught,2,2,100,R Vinay Kumar
Shakib Al Hasan,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,Harbhajan Singh
Shakib Al Hasan,0.2,0.2,0.4,0,0.2,0,0,0,,9,5,180,HH Pandya
AD Russell,0.5,0.5,0,0,0,0,0,0,caught,1,2,50,SL Malinga
AD Russell,0.5,0.5,0,0,0,0,0,0,,1,2,50,R Vinay Kumar
SA Yadav,0,0,1,0,0,0,0,0,,2,1,200,SL Malinga
SA Yadav,1,0,0,0,0,0,0,0,caught,0,1,0,MJ McClenaghan
SA Yadav,0,0.3333333333,0,0,0.6666666667,0,0,0,,9,3,300,R Vinay Kumar
PP Chawla,1,0,0,0,0,0,0,0,,0,3,0,SL Malinga
PP Chawla,0,1,0,0,0,0,0,0,,1,1,100,MJ McClenaghan
PP Chawla,1,0,0,0,0,0,0,0,,0,3,0,KA Pollard
UT Yadav,0,0.5,0,0,0.5,0,0,0,,5,2,250,KA Pollard
DA Warner,0.1111111111,0.5555555556,0.2222222222,0,0.1111111111,0,0,0,,13,9,144.44,MA Starc
DA Warner,0.3333333333,0,0.3333333333,0,0.3333333333,0,0,0,,6,3,200,HV Patel
DA Warner,0.1666666667,0.5,0,0,0.3333333333,0,0,0,,11,6,183.33,D Wiese
DA Warner,0.1428571429,0.7142857143,0.1428571429,0,0,0,0,0,,7,7,100,AB Dinda
DA Warner,0.1428571429,0.4285714286,0.1428571429,0,0.1428571429,0,0.1428571429,0,,15,7,214.28,YS Chahal
S Dhawan,0.5,0.5,0,0,0,0,0,0,,1,2,50,MA Starc
S Dhawan,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,,3,3,100,HV Patel
S Dhawan,0.5,0,0,0,0.5,0,0,0,caught,4,2,200,D Wiese
MC Henriques,0,0.5,0.5,0,0,0,0,0,,3,2,150,MA Starc
MC Henriques,0.1666666667,0,0.1666666667,0,0.5,0,0.1666666667,0,,20,6,333.33,HV Patel
MC Henriques,0.5,0.5,0,0,0,0,0,0,caught,1,2,50,D Wiese
MC Henriques,0.1428571429,0.5714285714,0,0,0.1428571429,0,0.1428571429,0,,14,7,200,AB Dinda
MC Henriques,0,0.2,0.2,0,0.2,0,0.4,0,,19,5,380,YS Chahal
EJG Morgan,0.4,0.2,0.2,0,0,0,0.2,0,caught,9,5,180,MA Starc
EJG Morgan,0,1,0,0,0,0,0,0,,2,2,100,D Wiese
CH Gayle,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,0,,11,3,366.66,DW Steyn
CH Gayle,0.1666666667,0,0,0,0.5,0,0.3333333333,0,,24,6,400,B Kumar
CH Gayle,1,0,0,0,0,0,0,0,caught,0,1,0,MC Henriques
V Kohli,0.3333333333,0,0.3333333333,0,0.3333333333,0,0,0,,6,3,200,DW Steyn
V Kohli,0.25,0,0,0,0.5,0,0.25,0,,14,4,350,B Kumar
V Kohli,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,MC Henriques
V Kohli,0,0.2,0.6,0,0,0,0.2,0,,13,5,260,KV Sharma
V Kohli,0.25,0.25,0.25,0,0,0,0.25,0,,9,4,225,P Kumar
AB de Villiers,1,0,0,0,0,0,0,0,caught,0,1,0,MC Henriques
Mandeep Singh,1,0,0,0,0,0,0,0,,0,1,0,MC Henriques
Mandeep Singh,0,1,0,0,0,0,0,0,,1,1,100,KV Sharma
Mandeep Singh,1,0,0,0,0,0,0,0,caught,0,1,0,P Kumar
KD Karthik,0,1,0,0,0,0,0,0,,1,1,100,B Kumar
KD Karthik,0,1,0,0,0,0,0,0,,1,1,100,P Kumar
WP Saha,0.5714285714,0.1428571429,0.1428571429,0,0.1428571429,0,0,0,caught,7,7,100,P Negi
WP Saha,0.4,0.4,0,0,0,0,0.2,0,,8,5,160,IC Pandey
M Vohra,0.5,0.5,0,0,0,0,0,0,,1,2,50,P Negi
M Vohra,0.6,0.2,0.2,0,0,0,0,0,caught,3,5,60,IC Pandey
GJ Bailey,0,0.3333333333,0.3333333333,0,0.3333333333,0,0,0,,7,3,233.33,P Negi
GJ Bailey,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,IC Pandey
GJ Bailey,1,0,0,0,0,0,0,0,caught,0,1,0,A Nehra
GJ Maxwell,0,1,0,0,0,0,0,0,,1,1,100,IC Pandey
GJ Maxwell,0.8333333333,0,0,0,0.1666666667,0,0,0,,4,6,66.66,A Nehra
GJ Maxwell,0.75,0.25,0,0,0,0,0,0,,1,4,25,R Ashwin
GJ Maxwell,1,0,0,0,0,0,0,0,bowled,0,3,0,RA Jadeja
Gurkeerat Singh,0.5,0.25,0,0,0.25,0,0,0,,5,4,125,IC Pandey
Gurkeerat Singh,0.6,0.2,0,0,0.2,0,0,0,,5,5,100,A Nehra
Gurkeerat Singh,0.6,0.2,0,0,0.2,0,0,0,stumped,5,5,100,R Ashwin
DA Miller,1,0,0,0,0,0,0,0,caught,0,3,0,P Negi
DA Miller,0.5714285714,0.4285714286,0,0,0,0,0,0,,3,7,42.85,R Ashwin
DA Miller,0.2,0.4,0.2,0,0.2,0,0,0,,8,5,160,RA Jadeja
AR Patel,0,1,0,0,0,0,0,0,,3,3,100,P Negi
AR Patel,0.5,0.5,0,0,0,0,0,0,,4,8,50,R Ashwin
AR Patel,0.25,0.625,0,0,0.125,0,0,0,,9,8,112.5,RA Jadeja
AR Patel,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,SK Raina
AR Patel,0.2857142857,0.5714285714,0,0,0,0,0.1428571429,0,caught,10,7,142.85,DJ Bravo
R Dhawan,0.6666666667,0,0.1666666667,0,0.1666666667,0,0,0,,6,6,100,P Negi
R Dhawan,0.5,0.25,0,0,0,0,0.25,0,,7,4,175,A Nehra
R Dhawan,0.5,0.5,0,0,0,0,0,0,,1,2,50,RA Jadeja
R Dhawan,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,SK Raina
R Dhawan,0,0.8,0,0,0,0,0.2,0,,10,5,200,DJ Bravo
BE Hendricks,0.5,0.5,0,0,0,0,0,0,,1,2,50,A Nehra
MEK Hussey,0.75,0.25,0,0,0,0,0,0,caught,1,4,25,Sandeep Sharma
BB McCullum,0.5,0.5,0,0,0,0,0,0,,1,2,50,Sandeep Sharma
BB McCullum,0.5,0.25,0,0,0.25,0,0,0,bowled,5,4,125,BE Hendricks
F du Plessis,0.5,0.5,0,0,0,0,0,0,,1,2,50,Sandeep Sharma
F du Plessis,0.2,0.2,0,0.4,0.2,0,0,0,,11,5,220,BE Hendricks
F du Plessis,0.2857142857,0.7142857143,0,0,0,0,0,0,,5,7,71.42,Gurkeerat Singh
F du Plessis,0.5,0.125,0.25,0,0.125,0,0,0,bowled,9,8,112.5,R Dhawan
F du Plessis,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,GJ Maxwell
F du Plessis,0.2307692308,0.4615384615,0.0769230769,0,0.1538461538,0,0.0769230769,0,,22,13,169.23,AR Patel
F du Plessis,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,Anureet Singh
SK Raina,0.5,0,0.25,0,0.25,0,0,0,,6,4,150,Sandeep Sharma
SK Raina,0.25,0.75,0,0,0,0,0,0,,3,4,75,BE Hendricks
SK Raina,0.2727272727,0.2727272727,0.2727272727,0,0.1818181818,0,0,0,,17,11,154.54,Gurkeerat Singh
SK Raina,0,1,0,0,0,0,0,0,,1,1,100,R Dhawan
SK Raina,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,GJ Maxwell
SK Raina,0,1,0,0,0,0,0,0,,5,5,100,AR Patel
SK Raina,0.1666666667,0.6666666667,0,0,0.1666666667,0,0,0,,8,6,133.33,Anureet Singh
MS Dhoni,0.6,0.2,0,0,0.2,0,0,0,,5,5,100,BE Hendricks
MS Dhoni,1,0,0,0,0,0,0,0,,0,3,0,R Dhawan
MS Dhoni,0.25,0.25,0.125,0,0.125,0,0.25,0,,20,8,250,Anureet Singh
AM Rahane,0.2857142857,0.4285714286,0,0,0.1428571429,0,0.1428571429,0,,13,7,185.71,Azhar Mahmood
AM Rahane,0.3636363636,0.0909090909,0.2727272727,0,0.1818181818,0,0.0909090909,0,,21,11,190.9,M Morkel
AM Rahane,0.25,0.75,0,0,0,0,0,0,,3,4,75,UT Yadav
SR Watson,0.2727272727,0.2727272727,0,0,0.3636363636,0,0.0909090909,0,,25,11,227.27,Azhar Mahmood
SR Watson,0.2222222222,0.5555555556,0.1111111111,0,0,0,0.1111111111,0,,13,9,144.44,M Morkel
SR Watson,0.0769230769,0.6153846154,0.0769230769,0,0.2307692308,0,0,0,,22,13,169.23,UT Yadav
SR Watson,0.2857142857,0.2857142857,0.1428571429,0,0.1428571429,0,0.1428571429,0,,28,14,200,Shakib Al Hasan
SR Watson,0.2222222222,0.6666666667,0.1111111111,0,0,0,0,0,,8,9,88.88,AD Russell
SR Watson,0,0.6666666667,0,0,0,0,0.3333333333,0,,8,3,266.66,PP Chawla
SPD Smith,0,1,0,0,0,0,0,0,,2,2,100,Shakib Al Hasan
SPD Smith,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,caught,10,6,166.66,AD Russell
SPD Smith,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,PP Chawla
SV Samson,0.8,0,0,0.2,0,0,0,0,,3,5,60,Shakib Al Hasan
SV Samson,0.5,0.25,0,0,0.25,0,0,0,caught,5,4,125,AD Russell
JP Faulkner,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,Shakib Al Hasan
JP Faulkner,0.6666666667,0,0,0,0.3333333333,0,0,0,caught,4,3,133.33,AD Russell
KK Nair,0.5,0.5,0,0,0,0,0,0,,1,2,50,Azhar Mahmood
KK Nair,0.5,0.5,0,0,0,0,0,0,,1,2,50,M Morkel
KK Nair,0.25,0.25,0,0,0.5,0,0,0,caught,9,4,225,UT Yadav
KK Nair,0,0.5,0,0,0.5,0,0,0,,5,2,250,AD Russell
CH Morris,0,1,0,0,0,0,0,0,,2,2,100,M Morkel
CH Morris,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,UT Yadav
RV Uthappa,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,CH Morris
RV Uthappa,0,0.5,0,0,0.5,0,0,0,,5,2,250,BB Sran
RV Uthappa,0.6666666667,0,0,0,0.3333333333,0,0,0,caught,4,3,133.33,DS Kulkarni
G Gambhir,0.6666666667,0.3333333333,0,0,0,0,0,0,caught,1,3,33.33,CH Morris
MK Pandey,1,0,0,0,0,0,0,0,,0,1,0,CH Morris
MK Pandey,0.5555555556,0.2222222222,0,0,0.2222222222,0,0,0,,10,9,111.11,BB Sran
MK Pandey,0.4,0.6,0,0,0,0,0,0,caught,3,5,60,DS Kulkarni
MK Pandey,0,1,0,0,0,0,0,0,,2,2,100,JP Faulkner
MK Pandey,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,SR Watson
YK Pathan,0.2857142857,0.5714285714,0,0,0.1428571429,0,0,0,,8,7,114.28,CH Morris
YK Pathan,0.25,0.75,0,0,0,0,0,0,,3,4,75,BB Sran
YK Pathan,0.5,0.375,0.125,0,0,0,0,0,,5,8,62.5,DS Kulkarni
YK Pathan,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,0,,13,6,216.66,JP Faulkner
YK Pathan,0.4,0.4,0,0,0.2,0,0,0,caught,6,5,120,SR Watson
YK Pathan,0.4,0.2,0,0,0.4,0,0,0,,9,5,180,STR Binny
AD Russell,1,0,0,0,0,0,0,0,caught,0,1,0,CH Morris
AD Russell,0.25,0.25,0,0,0.25,0,0.25,0,,11,4,275,BB Sran
AD Russell,0.4,0,0.2,0,0.4,0,0,0,,10,5,200,DS Kulkarni
AD Russell,0.25,0.75,0,0,0,0,0,0,,3,4,75,JP Faulkner
AD Russell,0.2,0.4,0,0,0.2,0,0.2,0,,12,5,240,SR Watson
AD Russell,0,1,0,0,0,0,0,0,,1,1,100,STR Binny
SA Yadav,1,0,0,0,0,0,0,0,caught,0,1,0,CH Morris
Shakib Al Hasan,1,0,0,0,0,0,0,0,caught,0,3,0,CH Morris
Shakib Al Hasan,0,0.3333333333,0,0,0.6666666667,0,0,0,,9,3,300,DS Kulkarni
Shakib Al Hasan,0.25,0.75,0,0,0,0,0,0,,3,4,75,JP Faulkner
Shakib Al Hasan,0,1,0,0,0,0,0,0,,1,1,100,SR Watson
Azhar Mahmood,0.6666666667,0,0.3333333333,0,0,0,0,0,caught,2,3,66.66,JP Faulkner
Azhar Mahmood,0.75,0,0,0,0.25,0,0,0,,4,4,100,SR Watson
PP Chawla,1,0,0,0,0,0,0,0,caught,0,1,0,SR Watson
UT Yadav,0,1,0,0,0,0,0,0,,2,2,100,CH Morris
UT Yadav,0.2,0,0,0,0.6,0,0.2,0,,18,5,360,JP Faulkner
UT Yadav,0.75,0,0,0,0.25,0,0,0,,4,4,100,SR Watson
M Morkel,0,0.6666666667,0.3333333333,0,0,0,0,0,,4,3,133.33,CH Morris
Q de Kock,0.5,0.3333333333,0,0,0.1666666667,0,0,0,,6,6,100,MA Starc
Q de Kock,0.1818181818,0.3636363636,0,0,0.2727272727,0,0.1818181818,0,,28,11,254.54,AB Dinda
Q de Kock,0.375,0.375,0,0,0.25,0,0,0,,11,8,137.5,HV Patel
Q de Kock,0,0.4285714286,0,0,0.4285714286,0,0.1428571429,0,,21,7,300,D Wiese
Q de Kock,0.5,0.5,0,0,0,0,0,0,,3,6,50,CH Gayle
Q de Kock,1,0,0,0,0,0,0,0,caught,0,1,0,YS Chahal
SS Iyer,0.5,0.3333333333,0,0,0,0,0.1666666667,0,,8,6,133.33,MA Starc
SS Iyer,0.1666666667,0.5,0.1666666667,0,0.1666666667,0,0,0,,9,6,150,AB Dinda
SS Iyer,0.6666666667,0.3333333333,0,0,0,0,0,0,caught,1,3,33.33,HV Patel
SS Iyer,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,D Wiese
JP Duminy,0.1111111111,0.3333333333,0.3333333333,0,0.2222222222,0,0,0,,17,9,188.88,MA Starc
JP Duminy,0,1,0,0,0,0,0,0,,1,1,100,AB Dinda
JP Duminy,0.4285714286,0.2857142857,0,0,0.2857142857,0,0,0,,10,7,142.85,HV Patel
JP Duminy,0.1111111111,0.6666666667,0.2222222222,0,0,0,0,0,,10,9,111.11,D Wiese
JP Duminy,0.1666666667,0.5,0.1666666667,0,0,0,0.1666666667,0,,11,6,183.33,CH Gayle
JP Duminy,0.2727272727,0.5454545455,0,0,0,0,0.1818181818,0,,18,11,163.63,YS Chahal
Yuvraj Singh,0,0.6666666667,0.3333333333,0,0,0,0,0,,4,3,133.33,D Wiese
Yuvraj Singh,0.5,0.25,0,0,0,0,0.25,0,caught,7,4,175,YS Chahal
KM Jadhav,1,0,0,0,0,0,0,0,caught,0,1,0,HV Patel
AD Mathews,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,HV Patel
SS Tiwary,0,1,0,0,0,0,0,0,,3,3,100,MA Starc
SS Tiwary,0,0.5,0,0,0,0,0.5,0,,7,2,350,HV Patel
SS Tiwary,0,1,0,0,0,0,0,0,,2,2,100,D Wiese
SS Tiwary,0.5,0.5,0,0,0,0,0,0,,1,2,50,YS Chahal
V Kohli,0.5,0.5,0,0,0,0,0,0,,1,2,50,J Yadav
CH Gayle,0.75,0.25,0,0,0,0,0,0,,1,4,25,J Yadav
CH Gayle,1,0,0,0,0,0,0,0,,0,1,0,Z Khan
DA Warner,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,SL Malinga
DA Warner,1,0,0,0,0,0,0,0,caught,0,1,0,MJ McClenaghan
S Dhawan,0.5,0.5,0,0,0,0,0,0,bowled,1,2,50,SL Malinga
MC Henriques,0.75,0.25,0,0,0,0,0,0,,1,4,25,SL Malinga
MC Henriques,0.5714285714,0.2857142857,0,0,0.1428571429,0,0,0,,6,7,85.71,MJ McClenaghan
MC Henriques,0.4,0.6,0,0,0,0,0,0,,3,5,60,R Vinay Kumar
MC Henriques,0.6666666667,0.3333333333,0,0,0,0,0,0,stumped,1,3,33.33,J Suchith
EJG Morgan,1,0,0,0,0,0,0,0,,0,2,0,SL Malinga
EJG Morgan,0.7777777778,0.1111111111,0.1111111111,0,0,0,0,0,caught,3,9,33.33,MJ McClenaghan
EJG Morgan,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,R Vinay Kumar
KL Rahul,0,1,0,0,0,0,0,0,,1,1,100,MJ McClenaghan
KL Rahul,0.5,0.5,0,0,0,0,0,0,,2,4,50,R Vinay Kumar
KL Rahul,0.3,0.5,0.1,0,0.1,0,0,0,,11,10,110,J Suchith
KL Rahul,0.3333333333,0.1666666667,0.3333333333,0,0.1666666667,0,0,0,,9,6,150,HH Pandya
KL Rahul,0.3333333333,0.6666666667,0,0,0,0,0,0,bowled,2,3,66.66,Harbhajan Singh
NV Ojha,1,0,0,0,0,0,0,0,caught,0,1,0,J Suchith
KV Sharma,0.5,0.5,0,0,0,0,0,0,caught,2,4,50,SL Malinga
KV Sharma,0.25,0.5,0.25,0,0,0,0,0,,4,4,100,MJ McClenaghan
KV Sharma,0.5,0.5,0,0,0,0,0,0,,2,4,50,J Suchith
KV Sharma,0.2857142857,0.7142857143,0,0,0,0,0,0,,5,7,71.42,Harbhajan Singh
KV Sharma,0,1,0,0,0,0,0,0,,2,2,100,KA Pollard
A Ashish Reddy,0.5,0.25,0.25,0,0,0,0,0,,3,4,75,SL Malinga
A Ashish Reddy,0.375,0.375,0.125,0,0,0,0.125,0,,11,8,137.5,Harbhajan Singh
A Ashish Reddy,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,caught,3,3,100,KA Pollard
B Kumar,1,0,0,0,0,0,0,0,caught,0,1,0,MJ McClenaghan
B Kumar,1,0,0,0,0,0,0,0,,0,1,0,KA Pollard
P Kumar,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,SL Malinga
P Kumar,0,1,0,0,0,0,0,0,,1,1,100,MJ McClenaghan
P Kumar,1,0,0,0,0,0,0,0,,0,1,0,R Vinay Kumar
P Kumar,0,1,0,0,0,0,0,0,,1,1,100,KA Pollard
DW Steyn,0,1,0,0,0,0,0,0,,1,1,100,SL Malinga
DW Steyn,0.2,0.4,0,0,0.4,0,0,0,,10,5,200,R Vinay Kumar
DW Steyn,0.2,0.4,0.2,0,0.2,0,0,0,,8,5,160,KA Pollard
LMP Simmons,0.125,0.5,0.125,0,0.25,0,0,0,,14,8,175,DW Steyn
LMP Simmons,0.75,0.1666666667,0.0833333333,0,0,0,0,0,,4,12,33.33,B Kumar
LMP Simmons,0.5714285714,0.2857142857,0,0,0.1428571429,0,0,0,,6,7,85.71,P Kumar
LMP Simmons,0.5555555556,0.4444444444,0,0,0,0,0,0,,4,9,44.44,MC Henriques
LMP Simmons,0.25,0.25,0.125,0,0.125,0,0.25,0,caught,20,8,250,KV Sharma
PA Patel,0.4,0.4,0,0,0.2,0,0,0,,12,10,120,DW Steyn
PA Patel,0.1666666667,0.5,0,0,0.3333333333,0,0,0,,11,6,183.33,B Kumar
PA Patel,0.6,0.2,0,0,0.2,0,0,0,,5,5,100,P Kumar
PA Patel,0.3333333333,0.4444444444,0,0,0.2222222222,0,0,0,,12,9,133.33,MC Henriques
PA Patel,0.2857142857,0.4285714286,0,0,0.2857142857,0,0,0,,11,7,157.14,KV Sharma
RG Sharma,0,0.5,0,0,0,0,0.5,0,,7,2,350,KV Sharma
RV Uthappa,0.1666666667,0.5,0.1666666667,0,0.1666666667,0,0,0,,9,6,150,SA Abbott
RV Uthappa,0.1666666667,0.3333333333,0,0,0.5,0,0,0,,14,6,233.33,HV Patel
RV Uthappa,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,VR Aaron
RV Uthappa,0.3333333333,0.5555555556,0.1111111111,0,0,0,0,0,caught,7,9,77.77,AN Ahmed
RV Uthappa,0.5,0.5,0,0,0,0,0,0,,1,2,50,DJG Sammy
RV Uthappa,0,1,0,0,0,0,0,0,,2,2,100,YS Chahal
G Gambhir,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,0,,13,6,216.66,SA Abbott
G Gambhir,0.5,0.5,0,0,0,0,0,0,,3,6,50,HV Patel
G Gambhir,0.5384615385,0.1538461538,0.0769230769,0,0.2307692308,0,0,0,,16,13,123.07,VR Aaron
G Gambhir,0.25,0.625,0,0,0.125,0,0,0,,9,8,112.5,AN Ahmed
G Gambhir,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,DJG Sammy
G Gambhir,0.3333333333,0.3333333333,0.2222222222,0,0.1111111111,0,0,0,caught,11,9,122.22,YS Chahal
MK Pandey,0,0.3333333333,0,0,0.6666666667,0,0,0,,9,3,300,SA Abbott
MK Pandey,1,0,0,0,0,0,0,0,,0,1,0,HV Patel
MK Pandey,0,0.5,0,0,0.5,0,0,0,,5,2,250,VR Aaron
MK Pandey,1,0,0,0,0,0,0,0,,0,1,0,AN Ahmed
MK Pandey,0.375,0.375,0.125,0,0.125,0,0,0,,9,8,112.5,YS Chahal
SA Yadav,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,SA Abbott
SA Yadav,1,0,0,0,0,0,0,0,caught,0,1,0,HV Patel
SA Yadav,0.4,0.4,0,0,0.2,0,0,0,,6,5,120,YS Chahal
YK Pathan,0,1,0,0,0,0,0,0,,2,2,100,HV Patel
YK Pathan,1,0,0,0,0,0,0,0,caught,0,1,0,VR Aaron
YK Pathan,0,1,0,0,0,0,0,0,,1,1,100,AN Ahmed
AD Russell,0.375,0.125,0.125,0,0.25,0,0.125,0,,17,8,212.5,HV Patel
AD Russell,0,0.25,0,0,0.75,0,0,0,,13,4,325,VR Aaron
AD Russell,0.4,0.2,0,0,0.2,0,0.2,0,,11,5,220,AN Ahmed
Shakib Al Hasan,1,0,0,0,0,0,0,0,,0,1,0,VR Aaron
CH Gayle,0.25,0.375,0,0,0.25,0,0.125,0,,17,8,212.5,M Morkel
CH Gayle,0.5,0.3125,0.0625,0,0.125,0,0,0,,15,16,93.75,SP Narine
CH Gayle,0.3333333333,0.3333333333,0,0,0.1666666667,0,0.1666666667,0,,12,6,200,KC Cariappa
CH Gayle,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,AD Russell
CH Gayle,0.1666666667,0.5833333333,0,0,0.0833333333,0,0.1666666667,0,,23,12,191.66,YK Pathan
CH Gayle,0.25,0.5,0,0,0,0,0.25,0,,8,4,200,PP Chawla
CH Gayle,0.2857142857,0.4285714286,0,0,0,0,0.2857142857,0,,15,7,214.28,Shakib Al Hasan
V Kohli,0.7272727273,0.0909090909,0,0.0909090909,0,0,0.0909090909,0,caught,10,11,90.9,M Morkel
V Kohli,0.25,0.75,0,0,0,0,0,0,,3,4,75,SP Narine
KD Karthik,1,0,0,0,0,0,0,0,,0,1,0,M Morkel
KD Karthik,0,1,0,0,0,0,0,0,,1,1,100,KC Cariappa
KD Karthik,0.6,0.2,0,0,0.2,0,0,0,,5,5,100,AD Russell
KD Karthik,1,0,0,0,0,0,0,0,bowled,0,1,0,YK Pathan
Mandeep Singh,0.6666666667,0,0,0,0,0,0.3333333333,0,bowled,6,3,200,YK Pathan
AB de Villiers,0.2,0.2,0,0,0.4,0,0.2,0,stumped,15,5,300,KC Cariappa
AB de Villiers,0.5,0.25,0,0,0.25,0,0,0,,5,4,125,AD Russell
AB de Villiers,0.25,0.5,0,0,0,0,0.25,0,,8,4,200,YK Pathan
DJG Sammy,0,1,0,0,0,0,0,0,,2,2,100,SP Narine
